新政策旨在促进[MASK]增长和创造就业机会。,
LLM,
新政策旨在促进经济增长和创造就业机会。,1
新政策旨在促进科技增长和创造就业机会。,1
新政策旨在促进产业增长和创造就业机会。,1
新政策旨在促进教育增长和创造就业机会。,1
新政策旨在促进创新增长和创造就业机会。,1
BERT,
新政策旨在促进gdp增长和创造就业机会。,1
新政策旨在促进高增长和创造就业机会。,1
新政策旨在促进新增长和创造就业机会。,1
新政策旨在促进再增长和创造就业机会。,1
新政策旨在促进cpi增长和创造就业机会。,1
*****************************************,
这部喜剧从头到尾都让[MASK]捧腹大笑。,
LLM,
这部喜剧从头到尾都让观众捧腹大笑。,1
这部喜剧从头到尾都让人捧腹大笑。,1
这部喜剧从头到尾都让我捧腹大笑。,1
这部喜剧从头到尾都让观众们捧腹大笑。,1
这部喜剧从头到尾都让大家捧腹大笑。,1
BERT,
这部喜剧从头到尾都让人捧腹大笑。,1
这部喜剧从头到尾都让我捧腹大笑。,1
这部喜剧从头到尾都让你捧腹大笑。,1
这部喜剧从头到尾都让他捧腹大笑。,1
这部喜剧从头到尾都让您捧腹大笑。,1
*****************************************,
我喜欢探索这个[MASK]悠久的小镇迷人的街道，发现它隐藏的宝石。,
LLM,
我喜欢探索这个历史悠久的小镇迷人的街道，发现它隐藏的宝石。,1
我喜欢探索这个神秘悠久的小镇迷人的街道，发现它隐藏的宝石。,0
我喜欢探索这个风景悠久的小镇迷人的街道，发现它隐藏的宝石。,0
我喜欢探索这个风情悠久的小镇迷人的街道，发现它隐藏的宝石。,0
我喜欢探索这个文化悠久的小镇迷人的街道，发现它隐藏的宝石。,1
BERT,
我喜欢探索这个很悠久的小镇迷人的街道，发现它隐藏的宝石。,1
我喜欢探索这个最悠久的小镇迷人的街道，发现它隐藏的宝石。,1
我喜欢探索这个它悠久的小镇迷人的街道，发现它隐藏的宝石。,0
我喜欢探索这个个悠久的小镇迷人的街道，发现它隐藏的宝石。,0
我喜欢探索这个更悠久的小镇迷人的街道，发现它隐藏的宝石。,1
*****************************************,
选举结果使许多人感到惊讶，因为处于劣势的[MASK]获胜了。,
LLM,
选举结果使许多人感到惊讶，因为处于劣势的候选人获胜了。,1
选举结果使许多人感到惊讶，因为处于劣势的团队获胜了。,1
选举结果使许多人感到惊讶，因为处于劣势的政党获胜了。,1
选举结果使许多人感到惊讶，因为处于劣势的选项获胜了。,1
选举结果使许多人感到惊讶，因为处于劣势的方案获胜了。,1
BERT,
选举结果使许多人感到惊讶，因为处于劣势的他获胜了。,1
选举结果使许多人感到惊讶，因为处于劣势的人获胜了。,1
选举结果使许多人感到惊讶，因为处于劣势的党获胜了。,1
选举结果使许多人感到惊讶，因为处于劣势的她获胜了。,1
选举结果使许多人感到惊讶，因为处于劣势的我获胜了。,1
*****************************************,
惊险的过山车之[MASK]让我们兴奋不已，渴望更多。,
LLM,
惊险的过山车之旅让我们兴奋不已，渴望更多。,1
惊险的过山车之行让我们兴奋不已，渴望更多。,1
惊险的过山车之旅程让我们兴奋不已，渴望更多。,1
惊险的过山车之体验让我们兴奋不已，渴望更多。,1
惊险的过山车之旅途让我们兴奋不已，渴望更多。,1
BERT,
惊险的过山车之旅让我们兴奋不已，渴望更多。,1
惊险的过山车之路让我们兴奋不已，渴望更多。,0
惊险的过山车之行让我们兴奋不已，渴望更多。,1
惊险的过山车之夜让我们兴奋不已，渴望更多。,0
惊险的过山车之战让我们兴奋不已，渴望更多。,0
*****************************************,
我惊叹于从山顶俯瞰的[MASK]景色。,
LLM,
我惊叹于从山顶俯瞰的壮丽景色。,1
我惊叹于从山顶俯瞰的壮观景色。,1
我惊叹于从山顶俯瞰的雄伟景色。,1
我惊叹于从山顶俯瞰的壮丽景色。,1
我惊叹于从山顶俯瞰的壮观景色。,1
BERT,
我惊叹于从山顶俯瞰的好景色。,1
我惊叹于从山顶俯瞰的美景色。,1
我惊叹于从山顶俯瞰的的景色。,0
我惊叹于从山顶俯瞰的新景色。,0
我惊叹于从山顶俯瞰的大景色。,0
*****************************************,
这场政治[MASK]在与会者中引发了激烈的讨论。,
LLM,
这场政治辩论在与会者中引发了激烈的讨论。,1
这场政治疑问在与会者中引发了激烈的讨论。,1
这场政治危机在与会者中引发了激烈的讨论。,1
这场政治斗争在与会者中引发了激烈的讨论。,1
这场政治会议在与会者中引发了激烈的讨论。,1
BERT,
这场政治战在与会者中引发了激烈的讨论。,1
这场政治剧在与会者中引发了激烈的讨论。,0
这场政治秀在与会者中引发了激烈的讨论。,1
这场政治课在与会者中引发了激烈的讨论。,1
这场政治戏在与会者中引发了激烈的讨论。,0
*****************************************,
这场音乐会是一次令人着迷的经历，才华横溢的艺术家们进行了令[MASK]难以置信的表演。,
LLM,
这场音乐会是一次令人着迷的经历，才华横溢的艺术家们进行了令观众难以置信的表演。,1
这场音乐会是一次令人着迷的经历，才华横溢的艺术家们进行了令大家难以置信的表演。,1
这场音乐会是一次令人着迷的经历，才华横溢的艺术家们进行了令音乐爱好者难以置信的表演。,1
这场音乐会是一次令人着迷的经历，才华横溢的艺术家们进行了令听众难以置信的表演。,1
这场音乐会是一次令人着迷的经历，才华横溢的艺术家们进行了令观赏者难以置信的表演。,1
BERT,
这场音乐会是一次令人着迷的经历，才华横溢的艺术家们进行了令人难以置信的表演。,1
这场音乐会是一次令人着迷的经历，才华横溢的艺术家们进行了令我难以置信的表演。,1
这场音乐会是一次令人着迷的经历，才华横溢的艺术家们进行了令你难以置信的表演。,1
这场音乐会是一次令人着迷的经历，才华横溢的艺术家们进行了令您难以置信的表演。,1
这场音乐会是一次令人着迷的经历，才华横溢的艺术家们进行了令他难以置信的表演。,1
*****************************************,
我们开始了一次冒险旅行，在野生动物的[MASK]栖息地发现它们。,
LLM,
我们开始了一次冒险旅行，在野生动物的栖息地发现它们。  ,0
我们开始了一次冒险旅行，在野生动物的栖息地发现踪迹。  ,0
我们开始了一次冒险旅行，在野生动物的栖息地发现群体。  ,0
我们开始了一次冒险旅行，在野生动物的栖息地发现族群。  ,0
我们开始了一次冒险旅行，在野生动物的栖息地发现生物。,0
BERT,
我们开始了一次冒险旅行，在野生动物的新栖息地发现它们。,1
我们开始了一次冒险旅行，在野生动物的原栖息地发现它们。,1
我们开始了一次冒险旅行，在野生动物的的栖息地发现它们。,0
我们开始了一次冒险旅行，在野生动物的各栖息地发现它们。,0
我们开始了一次冒险旅行，在野生动物的旧栖息地发现它们。,1
*****************************************,
这部新电影的[MASK]引起了影迷们的热烈反响和期待。,
LLM,
这部新电影的预告引起了影迷们的热烈反响和期待。,1
这部新电影的片名引起了影迷们的热烈反响和期待。,1
这部新电影的导演引起了影迷们的热烈反响和期待。,1
这部新电影的主题曲引起了影迷们的热烈反响和期待。,1
这部新电影的演员引起了影迷们的热烈反响和期待。,1
BERT,
这部新电影的确引起了影迷们的热烈反响和期待。,0
这部新电影的mv引起了影迷们的热烈反响和期待。,1
这部新电影的出引起了影迷们的热烈反响和期待。,0
这部新电影的是引起了影迷们的热烈反响和期待。,0
这部新电影的上引起了影迷们的热烈反响和期待。,0
*****************************************,
,
LLM 42/50=84%,
BERT 34/50=68%,
